dataset,p_q,algorithm,purity,num_clusters,k
./synthetic_graphs/five_graphs/size_50\50_10.txt,50_10,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,10
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,11
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,12
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,13
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,14
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,15
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,16
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,17
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,18
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,19
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,0.604,5,20
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\50_5.txt,50_5,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,2
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,3
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,4
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,5
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,10
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,11
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,12
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,13
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,14
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\60_10.txt,60_10,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\60_15.txt,60_15,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\60_20.txt,60_20,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,0.608,5,4
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,5
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,10
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,11
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,12
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,13
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,14
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\60_5.txt,60_5,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,1
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,2
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,3
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,4
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,5
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,10
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,11
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,12
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,13
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,14
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\70_1.txt,70_1,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\70_10.txt,70_10,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\70_15.txt,70_15,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\70_20.txt,70_20,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\70_30.txt,70_30,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,0.6,5,3
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,4
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,5
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,10
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,11
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,12
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,13
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,14
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\70_5.txt,70_5,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,1
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,2
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,3
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,4
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,5
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,10
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,11
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,12
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,13
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,14
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\80_1.txt,80_1,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.8,5,10
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.8,5,11
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.8,5,12
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.8,5,13
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,0.8,5,14
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,15
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,16
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,17
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,18
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,19
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,20
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,50
./synthetic_graphs/five_graphs/size_50\80_10.txt,80_10,girvan-newman,1.0,5,100
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,0.1
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,0.5
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,1
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,2
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,3
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,4
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,5
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,10
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,11
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,12
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,13
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,14
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,15
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,16
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,17
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,18
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,19
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,20
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,50
./synthetic_graphs/five_graphs/size_50\80_15.txt,80_15,girvan-newman,0.216,5,100
./synthetic_graphs/five_graphs/size_50\80_20.txt,80_20,girvan-newman,0.216,5,0.1
